periodo,tipo,subtipo,barrio,total
06/2020,Robo (con violencia),,Mataderos,35
06/2020,Robo (con violencia),,Monserrat,21
06/2020,Robo (con violencia),,Monte Castro,8
06/2020,Robo (con violencia),,Nueva Pompeya,57
06/2020,Robo (con violencia),,Nuñez,18
06/2020,Robo (con violencia),,Palermo,152
06/2020,Robo (con violencia),,Parque Avellaneda,35
06/2020,Robo (con violencia),,Parque Chacabuco,51
06/2020,Robo (con violencia),,Parque Chas,3
06/2020,Robo (con violencia),,Parque Patricios,51
06/2020,Robo (con violencia),,Paternal,4
06/2020,Robo (con violencia),,Puerto Madero,3
06/2020,Robo (con violencia),,Recoleta,99
06/2020,Robo (con violencia),,Retiro,54
06/2020,Robo (con violencia),,Saavedra,11
06/2020,Robo (con violencia),,San Cristóbal,44
06/2020,Robo (con violencia),,San Nicolás,46
06/2020,Robo (con violencia),,San Telmo,9
06/2020,Robo (con violencia),,Vélez Sársfield,13
06/2020,Robo (con violencia),,Versalles,4
06/2020,Robo (con violencia),,Villa Crespo,49
06/2020,Robo (con violencia),,Villa Del Parque,13
06/2020,Robo (con violencia),,Villa Devoto,16
06/2020,Robo (con violencia),,Villa Gral. Mitre,8
06/2020,Robo (con violencia),,Villa Lugano,80
06/2020,Robo (con violencia),,Villa Luro,19
06/2020,Robo (con violencia),,Villa Ortuzar,5
06/2020,Robo (con violencia),,Villa Pueyrredón,6
06/2020,Robo (con violencia),,Villa Real,1
06/2020,Robo (con violencia),,Villa Riachuelo,10
06/2020,Robo (con violencia),,Villa Santa Rita,15
06/2020,Robo (con violencia),,Villa Soldati,47
06/2020,Robo (con violencia),,Villa Urquiza,30
06/2020,Robo (con violencia),Con uso de moto,Agronomía,1
06/2020,Robo (con violencia),Con uso de moto,Almagro,7
06/2020,Robo (con violencia),Con uso de moto,Balvanera,25
06/2020,Robo (con violencia),Con uso de moto,Barracas,10
06/2020,Robo (con violencia),Con uso de moto,Belgrano,16
06/2020,Robo (con violencia),Con uso de moto,Boca,1
06/2020,Robo (con violencia),Con uso de moto,Boedo,6
06/2020,Robo (con violencia),Con uso de moto,Caballito,21
06/2020,Robo (con violencia),Con uso de moto,Coghlan,2
06/2020,Robo (con violencia),Con uso de moto,Colegiales,5
06/2020,Robo (con violencia),Con uso de moto,Constitución,9
06/2020,Robo (con violencia),Con uso de moto,Flores,15
06/2020,Robo (con violencia),Con uso de moto,Floresta,1
06/2020,Robo (con violencia),Con uso de moto,Liniers,2
06/2020,Robo (con violencia),Con uso de moto,Mataderos,6
06/2020,Robo (con violencia),Con uso de moto,Monserrat,11
06/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,10
06/2020,Robo (con violencia),Con uso de moto,Nuñez,2
06/2020,Robo (con violencia),Con uso de moto,Palermo,6
06/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,6
06/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,13
06/2020,Robo (con violencia),Con uso de moto,Parque Chas,2
06/2020,Robo (con violencia),Con uso de moto,Parque Patricios,4
06/2020,Robo (con violencia),Con uso de moto,Paternal,2
06/2020,Robo (con violencia),Con uso de moto,Recoleta,9
06/2020,Robo (con violencia),Con uso de moto,Retiro,2
06/2020,Robo (con violencia),Con uso de moto,Saavedra,5
06/2020,Robo (con violencia),Con uso de moto,San Cristóbal,7
06/2020,Robo (con violencia),Con uso de moto,San Nicolás,6
06/2020,Robo (con violencia),Con uso de moto,San Telmo,2
06/2020,Robo (con violencia),Con uso de moto,Vélez Sársfield,1
06/2020,Robo (con violencia),Con uso de moto,Villa Crespo,3
06/2020,Robo (con violencia),Con uso de moto,Villa Del Parque,4
06/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,2
06/2020,Robo (con violencia),Con uso de moto,Villa Lugano,2
06/2020,Robo (con violencia),Con uso de moto,Villa Luro,2
06/2020,Robo (con violencia),Con uso de moto,Villa Ortuzar,3
06/2020,Robo (con violencia),Con uso de moto,Villa Pueyrredón,3
06/2020,Robo (con violencia),Con uso de moto,Villa Real,1
06/2020,Robo (con violencia),Con uso de moto,Villa Riachuelo,1
06/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,2
06/2020,Robo (con violencia),Con uso de moto,Villa Soldati,3
06/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,9
06/2020,Robo (con violencia),Robo Automotor,Almagro,1
06/2020,Robo (con violencia),Robo Automotor,Balvanera,1
06/2020,Robo (con violencia),Robo Automotor,Barracas,2
06/2020,Robo (con violencia),Robo Automotor,Boca,2
06/2020,Robo (con violencia),Robo Automotor,Boedo,1
06/2020,Robo (con violencia),Robo Automotor,Chacarita,1
06/2020,Robo (con violencia),Robo Automotor,Flores,3
06/2020,Robo (con violencia),Robo Automotor,Floresta,1
06/2020,Robo (con violencia),Robo Automotor,Mataderos,3
06/2020,Robo (con violencia),Robo Automotor,Nueva Pompeya,1
06/2020,Robo (con violencia),Robo Automotor,Nuñez,1
06/2020,Robo (con violencia),Robo Automotor,Parque Avellaneda,1
06/2020,Robo (con violencia),Robo Automotor,San Cristóbal,1
06/2020,Robo (con violencia),Robo Automotor,San Nicolás,1
06/2020,Robo (con violencia),Robo Automotor,San Telmo,2
06/2020,Robo (con violencia),Robo Automotor,Vélez Sársfield,1
06/2020,Robo (con violencia),Robo Automotor,Villa Crespo,1
06/2020,Robo (con violencia),Robo Automotor,Villa Lugano,4
06/2020,Robo (con violencia),Robo Automotor,Villa Soldati,3
07/2020,Homicidio,Doloso,Barracas,4
07/2020,Homicidio,Doloso,Belgrano,1
07/2020,Homicidio,Doloso,Flores,1
07/2020,Homicidio,Doloso,Parque Chacabuco,1
07/2020,Homicidio,Doloso,Recoleta,1
07/2020,Homicidio,Doloso,Retiro,2
07/2020,Homicidio,Femicidio,Belgrano,1
07/2020,Homicidio,Femicidio,Constitución,1
07/2020,Homicidio,Siniestro Vial,Nuñez,1
07/2020,Homicidio,Siniestro Vial,Villa Crespo,1
07/2020,Hurto (sin violencia),,Agronomía,2
07/2020,Hurto (sin violencia),,Almagro,61
07/2020,Hurto (sin violencia),,Balvanera,105
07/2020,Hurto (sin violencia),,Barracas,33
07/2020,Hurto (sin violencia),,Belgrano,39
07/2020,Hurto (sin violencia),,Boca,18
07/2020,Hurto (sin violencia),,Boedo,44
07/2020,Hurto (sin violencia),,Caballito,60
07/2020,Hurto (sin violencia),,Chacarita,15
07/2020,Hurto (sin violencia),,Coghlan,2
07/2020,Hurto (sin violencia),,Colegiales,16
07/2020,Hurto (sin violencia),,Constitución,33
07/2020,Hurto (sin violencia),,Flores,36
07/2020,Hurto (sin violencia),,Floresta,14
07/2020,Hurto (sin violencia),,Liniers,18
07/2020,Hurto (sin violencia),,Mataderos,25
07/2020,Hurto (sin violencia),,Monserrat,24
07/2020,Hurto (sin violencia),,Monte Castro,19
07/2020,Hurto (sin violencia),,Nueva Pompeya,29
07/2020,Hurto (sin violencia),,Nuñez,20
07/2020,Hurto (sin violencia),,Palermo,95
07/2020,Hurto (sin violencia),,Parque Avellaneda,18
07/2020,Hurto (sin violencia),,Parque Chacabuco,20
07/2020,Hurto (sin violencia),,Parque Chas,3
07/2020,Hurto (sin violencia),,Parque Patricios,31
07/2020,Hurto (sin violencia),,Paternal,7
07/2020,Hurto (sin violencia),,Recoleta,66
07/2020,Hurto (sin violencia),,Retiro,19
07/2020,Hurto (sin violencia),,Saavedra,23
07/2020,Hurto (sin violencia),,San Cristóbal,42
07/2020,Hurto (sin violencia),,San Nicolás,29
07/2020,Hurto (sin violencia),,San Telmo,11
07/2020,Hurto (sin violencia),,Vélez Sársfield,13
07/2020,Hurto (sin violencia),,Versalles,3
07/2020,Hurto (sin violencia),,Villa Crespo,36
07/2020,Hurto (sin violencia),,Villa Del Parque,26
07/2020,Hurto (sin violencia),,Villa Devoto,31
07/2020,Hurto (sin violencia),,Villa Gral. Mitre,16
07/2020,Hurto (sin violencia),,Villa Lugano,56
07/2020,Hurto (sin violencia),,Villa Luro,14
07/2020,Hurto (sin violencia),,Villa Ortuzar,6
07/2020,Hurto (sin violencia),,Villa Pueyrredón,22
07/2020,Hurto (sin violencia),,Villa Real,1
07/2020,Hurto (sin violencia),,Villa Riachuelo,8
07/2020,Hurto (sin violencia),,Villa Santa Rita,13
07/2020,Hurto (sin violencia),,Villa Soldati,21
07/2020,Hurto (sin violencia),,Villa Urquiza,27
07/2020,Hurto (sin violencia),Hurto Automotor,Agronomía,3
07/2020,Hurto (sin violencia),Hurto Automotor,Almagro,13
07/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,8
07/2020,Hurto (sin violencia),Hurto Automotor,Barracas,2
07/2020,Hurto (sin violencia),Hurto Automotor,Belgrano,4
07/2020,Hurto (sin violencia),Hurto Automotor,Boca,1
07/2020,Hurto (sin violencia),Hurto Automotor,Boedo,6
07/2020,Hurto (sin violencia),Hurto Automotor,Caballito,7
07/2020,Hurto (sin violencia),Hurto Automotor,Colegiales,4
07/2020,Hurto (sin violencia),Hurto Automotor,Constitución,3
07/2020,Hurto (sin violencia),Hurto Automotor,Flores,7
07/2020,Hurto (sin violencia),Hurto Automotor,Floresta,2
07/2020,Hurto (sin violencia),Hurto Automotor,Liniers,2
07/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,4
07/2020,Hurto (sin violencia),Hurto Automotor,Monte Castro,4
07/2020,Hurto (sin violencia),Hurto Automotor,Nueva Pompeya,4
07/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,3
07/2020,Hurto (sin violencia),Hurto Automotor,Palermo,11
07/2020,Hurto (sin violencia),Hurto Automotor,Parque Avellaneda,3
07/2020,Hurto (sin violencia),Hurto Automotor,Parque Chacabuco,3
07/2020,Hurto (sin violencia),Hurto Automotor,Parque Chas,2
07/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,5
07/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,3
07/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,2
07/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,2
07/2020,Hurto (sin violencia),Hurto Automotor,San Nicolás,2
07/2020,Hurto (sin violencia),Hurto Automotor,San Telmo,2
07/2020,Hurto (sin violencia),Hurto Automotor,Versalles,1
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,9
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,4
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,7
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,3
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,13
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Luro,1
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Pueyrredón,4
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Real,1
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Riachuelo,1
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Santa Rita,2
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Soldati,4
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,5
07/2020,Lesiones,Siniestro Vial,,22
07/2020,Lesiones,Siniestro Vial,Agronomía,4
07/2020,Lesiones,Siniestro Vial,Almagro,3
07/2020,Lesiones,Siniestro Vial,Balvanera,22
07/2020,Lesiones,Siniestro Vial,Barracas,7
07/2020,Lesiones,Siniestro Vial,Belgrano,10
07/2020,Lesiones,Siniestro Vial,Boca,17
07/2020,Lesiones,Siniestro Vial,Boedo,5
07/2020,Lesiones,Siniestro Vial,Caballito,19
07/2020,Lesiones,Siniestro Vial,Chacarita,11
07/2020,Lesiones,Siniestro Vial,Coghlan,2
07/2020,Lesiones,Siniestro Vial,Colegiales,1
07/2020,Lesiones,Siniestro Vial,Constitución,11
07/2020,Lesiones,Siniestro Vial,Flores,13
07/2020,Lesiones,Siniestro Vial,Floresta,6
07/2020,Lesiones,Siniestro Vial,Liniers,2
07/2020,Lesiones,Siniestro Vial,Mataderos,16
07/2020,Lesiones,Siniestro Vial,Monserrat,8
07/2020,Lesiones,Siniestro Vial,Monte Castro,8
07/2020,Lesiones,Siniestro Vial,Nueva Pompeya,17
07/2020,Lesiones,Siniestro Vial,Nuñez,7
07/2020,Lesiones,Siniestro Vial,Palermo,22
07/2020,Lesiones,Siniestro Vial,Parque Avellaneda,9
07/2020,Lesiones,Siniestro Vial,Parque Chacabuco,10
07/2020,Lesiones,Siniestro Vial,Parque Chas,5
07/2020,Lesiones,Siniestro Vial,Parque Patricios,4
07/2020,Lesiones,Siniestro Vial,Paternal,4
07/2020,Lesiones,Siniestro Vial,Recoleta,14
07/2020,Lesiones,Siniestro Vial,Retiro,3
07/2020,Lesiones,Siniestro Vial,Saavedra,12
07/2020,Lesiones,Siniestro Vial,San Cristóbal,14
07/2020,Lesiones,Siniestro Vial,San Nicolás,2
07/2020,Lesiones,Siniestro Vial,San Telmo,3
07/2020,Lesiones,Siniestro Vial,Vélez Sársfield,4
07/2020,Lesiones,Siniestro Vial,Versalles,1
07/2020,Lesiones,Siniestro Vial,Villa Crespo,12
07/2020,Lesiones,Siniestro Vial,Villa Del Parque,3
07/2020,Lesiones,Siniestro Vial,Villa Devoto,7
07/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,5
07/2020,Lesiones,Siniestro Vial,Villa Lugano,10
07/2020,Lesiones,Siniestro Vial,Villa Luro,7
07/2020,Lesiones,Siniestro Vial,Villa Ortuzar,5
07/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,4
07/2020,Lesiones,Siniestro Vial,Villa Riachuelo,3
07/2020,Lesiones,Siniestro Vial,Villa Santa Rita,8
07/2020,Lesiones,Siniestro Vial,Villa Soldati,4
07/2020,Lesiones,Siniestro Vial,Villa Urquiza,13
07/2020,Robo (con violencia),,,2
07/2020,Robo (con violencia),,Almagro,74
07/2020,Robo (con violencia),,Balvanera,127
07/2020,Robo (con violencia),,Barracas,94
07/2020,Robo (con violencia),,Belgrano,55
07/2020,Robo (con violencia),,Boca,44
07/2020,Robo (con violencia),,Boedo,31
07/2020,Robo (con violencia),,Caballito,96
07/2020,Robo (con violencia),,Chacarita,24
07/2020,Robo (con violencia),,Coghlan,8
07/2020,Robo (con violencia),,Colegiales,23
07/2020,Robo (con violencia),,Constitución,64
07/2020,Robo (con violencia),,Flores,115
07/2020,Robo (con violencia),,Floresta,18
07/2020,Robo (con violencia),,Liniers,29
07/2020,Robo (con violencia),,Mataderos,59
07/2020,Robo (con violencia),,Monserrat,29
07/2020,Robo (con violencia),,Monte Castro,9
07/2020,Robo (con violencia),,Nueva Pompeya,57
07/2020,Robo (con violencia),,Nuñez,25
07/2020,Robo (con violencia),,Palermo,156
07/2020,Robo (con violencia),,Parque Avellaneda,20
07/2020,Robo (con violencia),,Parque Chacabuco,45
07/2020,Robo (con violencia),,Parque Chas,3
07/2020,Robo (con violencia),,Parque Patricios,37
07/2020,Robo (con violencia),,Paternal,4
07/2020,Robo (con violencia),,Puerto Madero,2
07/2020,Robo (con violencia),,Recoleta,116
07/2020,Robo (con violencia),,Retiro,63
07/2020,Robo (con violencia),,Saavedra,30
07/2020,Robo (con violencia),,San Cristóbal,35
07/2020,Robo (con violencia),,San Nicolás,50
07/2020,Robo (con violencia),,San Telmo,10
07/2020,Robo (con violencia),,Vélez Sársfield,10
07/2020,Robo (con violencia),,Versalles,7
07/2020,Robo (con violencia),,Villa Crespo,50
07/2020,Robo (con violencia),,Villa Del Parque,16
07/2020,Robo (con violencia),,Villa Devoto,10
07/2020,Robo (con violencia),,Villa Gral. Mitre,19
07/2020,Robo (con violencia),,Villa Lugano,108
07/2020,Robo (con violencia),,Villa Luro,8
07/2020,Robo (con violencia),,Villa Ortuzar,12
07/2020,Robo (con violencia),,Villa Pueyrredón,14
07/2020,Robo (con violencia),,Villa Real,4
07/2020,Robo (con violencia),,Villa Riachuelo,8
07/2020,Robo (con violencia),,Villa Santa Rita,6
07/2020,Robo (con violencia),,Villa Soldati,64
07/2020,Robo (con violencia),,Villa Urquiza,21
07/2020,Robo (con violencia),Con uso de moto,Agronomía,1
07/2020,Robo (con violencia),Con uso de moto,Almagro,10
07/2020,Robo (con violencia),Con uso de moto,Balvanera,30
07/2020,Robo (con violencia),Con uso de moto,Barracas,8
07/2020,Robo (con violencia),Con uso de moto,Belgrano,9
07/2020,Robo (con violencia),Con uso de moto,Boca,3
07/2020,Robo (con violencia),Con uso de moto,Boedo,7
07/2020,Robo (con violencia),Con uso de moto,Caballito,19
07/2020,Robo (con violencia),Con uso de moto,Chacarita,1
07/2020,Robo (con violencia),Con uso de moto,Coghlan,1
07/2020,Robo (con violencia),Con uso de moto,Colegiales,4
07/2020,Robo (con violencia),Con uso de moto,Constitución,6
07/2020,Robo (con violencia),Con uso de moto,Flores,15
07/2020,Robo (con violencia),Con uso de moto,Floresta,2
07/2020,Robo (con violencia),Con uso de moto,Liniers,1
07/2020,Robo (con violencia),Con uso de moto,Mataderos,7
07/2020,Robo (con violencia),Con uso de moto,Monserrat,4
07/2020,Robo (con violencia),Con uso de moto,Monte Castro,1
07/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,5
07/2020,Robo (con violencia),Con uso de moto,Nuñez,2
07/2020,Robo (con violencia),Con uso de moto,Palermo,19
07/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,3
07/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,7
07/2020,Robo (con violencia),Con uso de moto,Parque Chas,2
07/2020,Robo (con violencia),Con uso de moto,Parque Patricios,7
07/2020,Robo (con violencia),Con uso de moto,Paternal,1
07/2020,Robo (con violencia),Con uso de moto,Recoleta,8
07/2020,Robo (con violencia),Con uso de moto,Retiro,3
07/2020,Robo (con violencia),Con uso de moto,Saavedra,2
07/2020,Robo (con violencia),Con uso de moto,San Cristóbal,10
07/2020,Robo (con violencia),Con uso de moto,San Nicolás,4
07/2020,Robo (con violencia),Con uso de moto,Vélez Sársfield,5
07/2020,Robo (con violencia),Con uso de moto,Versalles,2
07/2020,Robo (con violencia),Con uso de moto,Villa Crespo,6
07/2020,Robo (con violencia),Con uso de moto,Villa Del Parque,2
07/2020,Robo (con violencia),Con uso de moto,Villa Devoto,2
07/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,6
07/2020,Robo (con violencia),Con uso de moto,Villa Lugano,6
07/2020,Robo (con violencia),Con uso de moto,Villa Luro,1
07/2020,Robo (con violencia),Con uso de moto,Villa Ortuzar,2
07/2020,Robo (con violencia),Con uso de moto,Villa Pueyrredón,5
07/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,2
07/2020,Robo (con violencia),Con uso de moto,Villa Soldati,6
07/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,7
07/2020,Robo (con violencia),Robo Automotor,Agronomía,1
07/2020,Robo (con violencia),Robo Automotor,Almagro,1
07/2020,Robo (con violencia),Robo Automotor,Balvanera,1
07/2020,Robo (con violencia),Robo Automotor,Barracas,12
07/2020,Robo (con violencia),Robo Automotor,Belgrano,1
07/2020,Robo (con violencia),Robo Automotor,Boca,12
07/2020,Robo (con violencia),Robo Automotor,Boedo,6
07/2020,Robo (con violencia),Robo Automotor,Caballito,2
07/2020,Robo (con violencia),Robo Automotor,Flores,2
07/2020,Robo (con violencia),Robo Automotor,Liniers,1
07/2020,Robo (con violencia),Robo Automotor,Mataderos,1
07/2020,Robo (con violencia),Robo Automotor,Nueva Pompeya,4
07/2020,Robo (con violencia),Robo Automotor,Nuñez,1
07/2020,Robo (con violencia),Robo Automotor,Parque Avellaneda,2
07/2020,Robo (con violencia),Robo Automotor,Parque Chacabuco,9
07/2020,Robo (con violencia),Robo Automotor,Parque Chas,1
07/2020,Robo (con violencia),Robo Automotor,Parque Patricios,5
07/2020,Robo (con violencia),Robo Automotor,Paternal,1
07/2020,Robo (con violencia),Robo Automotor,Retiro,1
07/2020,Robo (con violencia),Robo Automotor,San Cristóbal,5
07/2020,Robo (con violencia),Robo Automotor,San Telmo,4
07/2020,Robo (con violencia),Robo Automotor,Vélez Sársfield,1
07/2020,Robo (con violencia),Robo Automotor,Villa Gral. Mitre,1
07/2020,Robo (con violencia),Robo Automotor,Villa Lugano,8
07/2020,Robo (con violencia),Robo Automotor,Villa Luro,1
07/2020,Robo (con violencia),Robo Automotor,Villa Soldati,5
08/2020,Homicidio,Doloso,Barracas,4
08/2020,Homicidio,Doloso,Belgrano,1
08/2020,Homicidio,Doloso,Boca,1
08/2020,Homicidio,Doloso,Caballito,1
08/2020,Homicidio,Doloso,Chacarita,3
08/2020,Homicidio,Doloso,Constitución,1
08/2020,Homicidio,Doloso,Flores,2
08/2020,Homicidio,Doloso,Nueva Pompeya,1
08/2020,Homicidio,Doloso,Recoleta,1
08/2020,Homicidio,Doloso,San Cristóbal,1
08/2020,Homicidio,Doloso,Villa Santa Rita,1
08/2020,Homicidio,Femicidio Intrafamiliar,Villa Urquiza,1
08/2020,Homicidio,Siniestro Vial,Balvanera,1
08/2020,Homicidio,Siniestro Vial,Palermo,2
08/2020,Homicidio,Siniestro Vial,Parque Chacabuco,1
08/2020,Homicidio,Siniestro Vial,Villa Soldati,1
08/2020,Hurto (sin violencia),,,2
08/2020,Hurto (sin violencia),,Agronomía,5
08/2020,Hurto (sin violencia),,Almagro,73
08/2020,Hurto (sin violencia),,Balvanera,112
08/2020,Hurto (sin violencia),,Barracas,36
08/2020,Hurto (sin violencia),,Belgrano,57
08/2020,Hurto (sin violencia),,Boca,16
08/2020,Hurto (sin violencia),,Boedo,33
08/2020,Hurto (sin violencia),,Caballito,74
08/2020,Hurto (sin violencia),,Chacarita,20
08/2020,Hurto (sin violencia),,Coghlan,3
08/2020,Hurto (sin violencia),,Colegiales,25
08/2020,Hurto (sin violencia),,Constitución,33
08/2020,Hurto (sin violencia),,Flores,77
08/2020,Hurto (sin violencia),,Floresta,31
08/2020,Hurto (sin violencia),,Liniers,29
08/2020,Hurto (sin violencia),,Mataderos,23
08/2020,Hurto (sin violencia),,Monserrat,12
08/2020,Hurto (sin violencia),,Monte Castro,17
08/2020,Hurto (sin violencia),,Nueva Pompeya,33
08/2020,Hurto (sin violencia),,Nuñez,25
08/2020,Hurto (sin violencia),,Palermo,122
08/2020,Hurto (sin violencia),,Parque Avellaneda,25
08/2020,Hurto (sin violencia),,Parque Chacabuco,23
08/2020,Hurto (sin violencia),,Parque Chas,10
08/2020,Hurto (sin violencia),,Parque Patricios,28
08/2020,Hurto (sin violencia),,Paternal,13
08/2020,Hurto (sin violencia),,Puerto Madero,2
08/2020,Hurto (sin violencia),,Recoleta,71
08/2020,Hurto (sin violencia),,Retiro,23
08/2020,Hurto (sin violencia),,Saavedra,22
08/2020,Hurto (sin violencia),,San Cristóbal,35
08/2020,Hurto (sin violencia),,San Nicolás,24
08/2020,Hurto (sin violencia),,San Telmo,19
08/2020,Hurto (sin violencia),,Vélez Sársfield,13
08/2020,Hurto (sin violencia),,Versalles,9
08/2020,Hurto (sin violencia),,Villa Crespo,58
08/2020,Hurto (sin violencia),,Villa Del Parque,27
08/2020,Hurto (sin violencia),,Villa Devoto,36
08/2020,Hurto (sin violencia),,Villa Gral. Mitre,16
08/2020,Hurto (sin violencia),,Villa Lugano,51
08/2020,Hurto (sin violencia),,Villa Luro,22
08/2020,Hurto (sin violencia),,Villa Ortuzar,13
08/2020,Hurto (sin violencia),,Villa Pueyrredón,22
08/2020,Hurto (sin violencia),,Villa Real,10
08/2020,Hurto (sin violencia),,Villa Riachuelo,9
08/2020,Hurto (sin violencia),,Villa Santa Rita,14
08/2020,Hurto (sin violencia),,Villa Soldati,24
08/2020,Hurto (sin violencia),,Villa Urquiza,47
08/2020,Hurto (sin violencia),Hurto Automotor,Almagro,15
08/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,8
08/2020,Hurto (sin violencia),Hurto Automotor,Barracas,1
08/2020,Hurto (sin violencia),Hurto Automotor,Boedo,9
08/2020,Hurto (sin violencia),Hurto Automotor,Caballito,14
08/2020,Hurto (sin violencia),Hurto Automotor,Chacarita,2
08/2020,Hurto (sin violencia),Hurto Automotor,Coghlan,1
08/2020,Hurto (sin violencia),Hurto Automotor,Colegiales,2
08/2020,Hurto (sin violencia),Hurto Automotor,Constitución,3
08/2020,Hurto (sin violencia),Hurto Automotor,Flores,8
08/2020,Hurto (sin violencia),Hurto Automotor,Floresta,4
08/2020,Hurto (sin violencia),Hurto Automotor,Liniers,7
08/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,7
08/2020,Hurto (sin violencia),Hurto Automotor,Monserrat,2
08/2020,Hurto (sin violencia),Hurto Automotor,Monte Castro,2
08/2020,Hurto (sin violencia),Hurto Automotor,Nueva Pompeya,6
08/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,2
08/2020,Hurto (sin violencia),Hurto Automotor,Palermo,10
08/2020,Hurto (sin violencia),Hurto Automotor,Parque Avellaneda,1
08/2020,Hurto (sin violencia),Hurto Automotor,Parque Chacabuco,3
08/2020,Hurto (sin violencia),Hurto Automotor,Parque Chas,3
08/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,4
08/2020,Hurto (sin violencia),Hurto Automotor,Paternal,1
08/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,5
08/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,2
08/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,1
08/2020,Hurto (sin violencia),Hurto Automotor,San Telmo,1
08/2020,Hurto (sin violencia),Hurto Automotor,Vélez Sársfield,2
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,6
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,3
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,4
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,4
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,10
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Luro,2
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Ortuzar,1
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Pueyrredón,2
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Real,1
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Riachuelo,2
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Santa Rita,4
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Soldati,3
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,2
08/2020,Lesiones,Siniestro Vial,,28
08/2020,Lesiones,Siniestro Vial,Agronomía,2
08/2020,Lesiones,Siniestro Vial,Almagro,16
08/2020,Lesiones,Siniestro Vial,Balvanera,23
08/2020,Lesiones,Siniestro Vial,Barracas,11
08/2020,Lesiones,Siniestro Vial,Belgrano,14
08/2020,Lesiones,Siniestro Vial,Boca,14
08/2020,Lesiones,Siniestro Vial,Boedo,18
08/2020,Lesiones,Siniestro Vial,Caballito,29
08/2020,Lesiones,Siniestro Vial,Chacarita,5
08/2020,Lesiones,Siniestro Vial,Coghlan,1
08/2020,Lesiones,Siniestro Vial,Colegiales,2
08/2020,Lesiones,Siniestro Vial,Constitución,8
08/2020,Lesiones,Siniestro Vial,Flores,24
08/2020,Lesiones,Siniestro Vial,Floresta,7
08/2020,Lesiones,Siniestro Vial,Liniers,8
08/2020,Lesiones,Siniestro Vial,Mataderos,17
08/2020,Lesiones,Siniestro Vial,Monserrat,12
08/2020,Lesiones,Siniestro Vial,Monte Castro,4
08/2020,Lesiones,Siniestro Vial,Nueva Pompeya,16
08/2020,Lesiones,Siniestro Vial,Nuñez,5
08/2020,Lesiones,Siniestro Vial,Palermo,34
08/2020,Lesiones,Siniestro Vial,Parque Avellaneda,9
